age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27.0,Private,176683.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
44.0,Private,238188.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,13769.0,Bachelors,8.5,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,25.599998474121094,United-States,>50K
39.0,Private,185084.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
25.0,Private,557425.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1306.800048828125,32.0,United-States,<=50K
51.0,Private,201127.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
42.0,Self-emp-not-inc,373403.0,HS-grad,13.5,Married-civ-spouse,Farming-fishing,Husband,White,Male,29999.701171875,0.0,79.4000015258789,United-States,<=50K
29.100000381469727,Private,13769.0,HS-grad,4.5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
21.0,Private,602095.0,Some-college,14.5,Never-married,Adm-clerical,Own-child,White,Female,29999.701171875,1306.800048828125,49.400001525878906,United-States,<=50K
47.0,Federal-gov,431747.96875,HS-grad,13.5,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,1306.800048828125,40.0,United-States,<=50K
67.9000015258789,Private,562218.0,HS-grad,13.5,Divorced,Transport-moving,Not-in-family,White,Male,0.0,1306.800048828125,83.4000015258789,United-States,<=50K
20.100000381469727,Private,13769.0,Bachelors,8.5,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.600000381469727,United-States,>50K
17.0,Local-gov,13769.0,Assoc-voc,6.5,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,5.599999904632568,Nicaragua,>50K
31.0,State-gov,100863.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,50.0,United-States,>50K
21.100000381469727,Private,13769.0,Some-college,5.5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,10.600000381469727,United-States,>50K
35.0,Self-emp-not-inc,241469.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2635.0,0.0,30.0,United-States,<=50K
43.0,Federal-gov,195897.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
32.0,Private,258406.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
72.9000015258789,Self-emp-not-inc,616607.0,Assoc-acdm,12.0,Separated,Sales,Not-in-family,Black,Male,0.0,1306.800048828125,59.39999771118164,United-States,<=50K
40.0,Self-emp-not-inc,171615.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,>50K
50.89999771118164,Private,194458.0,Bachelors,16.0,Never-married,Adm-clerical,Not-in-family,White,Male,29999.701171875,1306.800048828125,40.0,United-States,<=50K
67.0,Self-emp-inc,76860.0,HS-grad,4.5,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,10.600000381469727,United-States,>50K
60.900001525878906,Private,49436.0,Assoc-acdm,16.0,Divorced,Prof-specialty,Unmarried,White,Female,29999.701171875,2686.800048828125,69.4000015258789,United-States,<=50K
31.099998474121094,Local-gov,13769.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,20.600000381469727,United-States,>50K
36.0,Self-emp-not-inc,177907.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
50.0,Local-gov,30682.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
59.89999771118164,Private,812732.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,1306.800048828125,99.0,United-States,<=50K
57.0,Self-emp-inc,376230.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,40.0,United-States,>50K
42.0,Private,262243.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
61.900001525878906,Private,649679.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,29999.701171875,0.0,77.4000015258789,Mexico,<=50K
44.900001525878906,Private,608237.0,HS-grad,13.5,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,67.4000015258789,United-States,<=50K
51.0,Private,199688.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
58.0,Private,409720.96875,HS-grad,13.5,Divorced,Other-service,Unmarried,White,Female,29999.701171875,1306.800048828125,35.0,United-States,<=50K
38.0,Private,13769.0,Some-college,5.5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,10.600000381469727,United-States,>50K
42.0,Private,100479.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
47.89999771118164,Private,434436.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,29999.701171875,1306.800048828125,49.400001525878906,United-States,<=50K
43.0,Self-emp-not-inc,27242.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
55.0,Private,113912.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,20.0,United-States,<=50K
17.0,Private,13769.0,HS-grad,4.5,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,14.59999942779541,United-States,>50K
44.0,Local-gov,433705.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,52.0,United-States,>50K
