age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27,Private,176683,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,238188,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
46.57106018066406,Private,279129,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K
39,Private,185084,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
25,Private,181054,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
51,Private,201127,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
42.68206787109375,Self-emp-not-inc,378071.90625,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,51.200279235839844,United-States,<=50K
50.007659912109375,Private,84713.1640625,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38.25370407104492,United-States,>50K
48.92146301269531,Private,416853.09375,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,69.13522338867188,United-States,<=50K
51.943050384521484,Federal-gov,55377.0,HS-grad,3,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,48.698604583740234,United-States,<=50K
46,Private,185847,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,6,United-States,<=50K
42,Private,62965.17578125,Bachelors,11.861536026000977,Married-civ-spouse,Sales,Husband,White,Male,0,0,47.5271110534668,United-States,>50K
29,Local-gov,376302,Assoc-voc,10.46839714050293,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,Nicaragua,>50K
31,State-gov,100863,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,>50K
43,Private,127651,Some-college,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,36.95076370239258,United-States,>50K
36.25509262084961,Self-emp-not-inc,127651,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,32.20866775512695,United-States,<=50K
43,Federal-gov,195897,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
32,Private,258406,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Mexico,<=50K
51,Self-emp-not-inc,240236,Assoc-acdm,12,Separated,Sales,Not-in-family,Black,Male,0,0,30,United-States,<=50K
40,Self-emp-not-inc,127651,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1887,35,United-States,>50K
30.15972900390625,Private,202396.625,Bachelors,13.186278343200684,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
60.387088775634766,Self-emp-inc,31593.03515625,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,28.36283302307129,United-States,>50K
39,Private,53595.8671875,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,41.06940841674805,United-States,<=50K
50.61740493774414,Local-gov,25412.578125,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
36,Self-emp-not-inc,177907,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
50,Local-gov,30682.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
40.422760009765625,Private,436361,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,6,United-States,<=50K
17,Self-emp-inc,13769.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
42,Private,127651,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,35,United-States,>50K
49.67606735229492,Private,273308,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,65.0276107788086,Mexico,<=50K
23,Private,231866,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,38,United-States,<=50K
51,Private,199688,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
58,Private,33350.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,47.61956787109375,United-States,<=50K
36.89413070678711,Private,306437,Some-college,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
42,Private,100479,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
26,Private,58065.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
43,Self-emp-not-inc,127651,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,<=50K
55,Private,113912,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K
33,Private,125762,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
44,Local-gov,433705,HS-grad,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,43.159603118896484,United-States,>50K
30,Private,168443,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,68.61054229736328,United-States,<=50K
37,Local-gov,80250.25,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,231543.25,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48.300357818603516,United-States,<=50K
66,Self-emp-not-inc,274451,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,>50K
40,Private,313099.625,HS-grad,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.77409362792969,United-States,>50K
