age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27,Private,176683,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
20,Private,185706,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
48,Private,255657.09375,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48.9658584594726,United-States,>50K
49,Private,162264,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,205435.1875,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,185706,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,47.2752914428710,20,United-States,<=50K
47,Self-emp-not-inc,378071.90625,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
50.0076599121093,Private,84713.1640625,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37,United-States,>50K
39,Private,416853.09375,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
49,Federal-gov,162264,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,2,40,United-States,<=50K
46.9696884155273,Private,192484.765625,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,69,55.7064208984375,United-States,<=50K
20,Private,185706,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,>50K
27,Local-gov,110073,Assoc-voc,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,Nicaragua,>50K
31,State-gov,100863,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
37,Private,176900,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,>50K
37,Self-emp-not-inc,176900,9th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,84,99,United-States,<=50K
43,Federal-gov,192236.21875,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
32,Private,258406,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Mexico,<=50K
20,Self-emp-not-inc,185706,Assoc-acdm,12,Separated,Sales,Not-in-family,Black,Male,0,0,20,United-States,<=50K
37,Self-emp-not-inc,176900,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,99,United-States,>50K
39,Private,194458,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
60.3870887756347,Self-emp-inc,31593.03515625,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
39,Private,49436.0,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Local-gov,205412.578125,Masters,13.617302894592285,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
36,Self-emp-not-inc,177907,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
50,Local-gov,30682.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
40.4227600097656,Private,452945.375,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,79,United-States,<=50K
20,Self-emp-inc,185706,Masters,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,Columbia,>50K
37,Private,176900,11th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,>50K
49,Private,162264,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,<=50K
41.5001792907714,Private,358504.15625,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,79,United-States,<=50K
51,Private,199688,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
65.1711654663086,Private,82438.34375,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,47,United-States,<=50K
38,Private,314007,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
20,Private,185706,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,>50K
39,Private,95187.4140625,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
