age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27.116512298583984,Private,177480.546875,Assoc-voc,11.018714904785156,Married-civ-spouse,Other-service,Husband,White,Male,1058.6656494140625,0.0,60.0,United-States,<=50K
44.0,Private,238188.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,279129.0,Bachelors,12.449235916137695,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,>50K
39.0,Private,185084.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
25.0,Private,181054.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.26788330078125,United-States,<=50K
51.0,Private,201127.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
42.0,Self-emp-not-inc,378071.90625,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
51.0,Private,91506.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
21.0,Private,225724.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
47.0,Federal-gov,55377.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,192484.765625,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,54.0,United-States,<=50K
42.0,Private,62965.17578125,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
29.0,Local-gov,353646.59375,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,35.0,Nicaragua,>50K
31.0,State-gov,100863.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,50.0,United-States,>50K
43.0,Private,59876.890625,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
35.0,Self-emp-not-inc,241469.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2635.0,0.0,30.0,United-States,<=50K
43.0,Federal-gov,195897.0,HS-grad,8.91409969329834,Married-civ-spouse,Farming-fishing,Husband,White,Male,2438.640869140625,0.0,40.0,United-States,>50K
32.0,Private,258406.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
51.0,Self-emp-not-inc,252925.703125,Assoc-acdm,12.0,Separated,Sales,Not-in-family,Black,Male,0.0,0.0,30.0,United-States,<=50K
40.0,Self-emp-not-inc,171615.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,>50K
30.15972900390625,Private,194458.0,Bachelors,13.186278343200684,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
67.0,Self-emp-inc,76860.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,>50K
39.0,Private,49436.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,1380.0,40.0,United-States,<=50K
53.0,Local-gov,221722.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,14344.0,0.0,50.0,United-States,>50K
36.0,Self-emp-not-inc,177907.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
50.0,Local-gov,30682.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
38.0,Private,436361.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,75.0,United-States,<=50K
57.0,Self-emp-inc,376230.0,Masters,1.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,40.0,Columbia,>50K
42.0,Private,262243.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
40.0,Private,273308.0,HS-grad,10.55419635772705,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,48.0,Mexico,<=50K
41.500179290771484,Private,231866.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,38.0,United-States,<=50K
51.0,Private,199688.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
58.0,Private,33350.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,65160.0859375,471.1693420410156,35.0,United-States,<=50K
38.0,Private,314007.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,5178.0,0.0,40.0,United-States,>50K
42.0,Private,100479.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
26.0,Private,58065.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,29.543376922607422,United-States,<=50K
43.0,Self-emp-not-inc,27242.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
55.0,Private,113912.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,20.0,United-States,<=50K
33.0,Private,125762.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
44.0,Local-gov,433705.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,43.159603118896484,United-States,>50K
30.0,Private,168443.0,HS-grad,9.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K
37.0,Local-gov,75387.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,46.679466247558594,40.0,United-States,<=50K
38.0,Private,199256.0,HS-grad,9.75761604309082,Divorced,Adm-clerical,Unmarried,White,Female,42858.21875,0.0,40.0,United-States,<=50K
66.0,Self-emp-not-inc,274451.0,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,25.0,United-States,>50K
40.0,Private,313099.625,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,37.77409362792969,United-States,>50K
79.0,Federal-gov,62176.0,Doctorate,16.0,Widowed,Exec-managerial,Not-in-family,White,Male,0.0,0.0,6.0,United-States,>50K
36.0,Private,36423.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,25.0,United-States,>50K
59.0,Self-emp-not-inc,275236.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,>50K
38.0,Private,284031.53125,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,191968.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,234.1005859375,40.0,United-States,<=50K
60.0,Self-emp-not-inc,153356.0,HS-grad,9.0,Divorced,Sales,Not-in-family,Black,Male,2597.0,36.49325180053711,55.0,United-States,<=50K
37.0,Private,158757.890625,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,9274.42578125,0.0,40.0,United-States,<=50K
40.0,Private,145160.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Private,255004.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
18.0,Private,37315.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
52.0,Private,335997.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,7688.0,0.0,38.0,United-States,>50K
55.0,Private,28735.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,45.0,United-States,<=50K
57.0,Self-emp-not-inc,190554.0,10th,6.0,Divorced,Exec-managerial,Own-child,White,Male,0.0,0.0,60.0,United-States,>50K
36.0,Federal-gov,253627.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Puerto-Rico,>50K
49.0,Private,222829.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,42.0,United-States,>50K
42.0,Local-gov,100793.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
43.0,Private,172401.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36.0,Private,359397.0,11th,7.172102928161621,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0.0,70.39942169189453,41.88554382324219,United-States,<=50K
41.0,Local-gov,297248.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1358.1666259765625,45.0,United-States,>50K
27.0,Private,293828.0,HS-grad,12.44463062286377,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,77.739013671875,Jamaica,<=50K
43.0,Federal-gov,269733.0,Masters,12.288228988647461,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
25.0,Private,208999.0,Some-college,10.0,Separated,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,249315.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,44.0,United-States,<=50K
51.0,Local-gov,221842.96875,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
41.0,Private,163847.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
36.0,Private,120204.0,HS-grad,9.383316040039062,Divorced,Tech-support,Not-in-family,White,Female,21684.14453125,0.0,40.0,United-States,<=50K
35.0,Local-gov,160728.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,32.87636184692383,United-States,>50K
41.0,Private,145441.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
30.0,Local-gov,182926.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
41.0,Private,29762.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,52.0,United-States,>50K
59.0,Private,117894.84375,HS-grad,9.0,Widowed,Machine-op-inspct,Not-in-family,Black,Female,34185.7578125,247.1955108642578,40.0,United-States,<=50K
